collection,id,original_tokens,summary_tokens,compression_ratio,labels
case,C800,2871,420,0.14629049111807732,"civil_procedure,statutory_interpretation,administrative_law,property_law"
case,C801,2251,189,0.08396268325188805,"criminal_law,evidence_law,civil_procedure"
case,C802,1130,398,0.35221238938053095,"criminal_law,statutory_interpretation,civil_procedure"
case,C803,2521,506,0.20071400238000794,"statutory_interpretation,administrative_law,property_law"
case,C804,3716,418,0.11248654467168999,"property_law,statutory_interpretation,civil_procedure,family_law"
case,C805,3693,414,0.11210398050365557,"statutory_interpretation,civil_procedure,criminal_law"
case,C806,2606,369,0.14159631619339985,"statutory_interpretation,labor_law,service_law"
case,C807,4631,516,0.11142301878643922,"statutory_interpretation,service_law,constitutional_law,administrative_law"
case,C808,3363,372,0.11061552185548618,"criminal_law,statutory_interpretation,civil_procedure"
case,C809,1375,289,0.2101818181818182,"property_law,statutory_interpretation,contract_law,administrative_law"
case,C810,9665,593,0.06135540610450078,"administrative_law,statutory_interpretation,constitutional_law,family_law"
case,C811,7392,712,0.09632034632034632,"service_law,statutory_interpretation,administrative_law,constitutional_law"
case,C812,1675,303,0.1808955223880597,"criminal_law,civil_procedure"
case,C813,864,265,0.30671296296296297,"criminal_law,family_law,evidence_law,civil_procedure"
case,C814,6397,435,0.06800062529310615,"service_law,statutory_interpretation,administrative_law,writ_jurisdiction"
case,C815,17504,752,0.04296160877513711,"administrative_law,constitutional_law,statutory_interpretation,writ_jurisdiction"
case,C816,753,335,0.4448871181938911,"evidence_law,criminal_law,statutory_interpretation,civil_procedure"
case,C817,2096,326,0.15553435114503816,"civil_procedure,service_law,constitutional_law,statutory_interpretation"
case,C818,502,313,0.6235059760956175,"criminal_law,statutory_interpretation,civil_procedure,evidence_law"
case,C819,373,214,0.5737265415549598,"criminal_law,statutory_interpretation"
case,C820,1898,275,0.14488935721812435,"criminal_law,evidence_law"
case,C821,5668,436,0.07692307692307693,"administrative_law,writ_jurisdiction,statutory_interpretation,civil_procedure"
case,C822,8403,678,0.08068546947518743,"criminal_law,evidence_law,statutory_interpretation,civil_procedure"
case,C823,6287,668,0.10625099411484015,"evidence_law,criminal_law,statutory_interpretation,constitutional_law"
case,C824,2247,268,0.11927013796172675,"criminal_law,evidence_law,statutory_interpretation"
case,C825,2486,281,0.11303298471440064,"criminal_law,evidence_law,statutory_interpretation,constitutional_law"
case,C826,2164,460,0.21256931608133087,"evidence_law,criminal_law,civil_procedure,statutory_interpretation"
case,C827,1820,257,0.1412087912087912,"criminal_law,civil_procedure,evidence_law"
case,C828,1084,322,0.29704797047970477,"criminal_law,evidence_law,statutory_interpretation,civil_procedure"
case,C829,3934,574,0.14590747330960854,"evidence_law,criminal_law,administrative_law"
case,C830,3727,569,0.15266970753957607,"statutory_interpretation,administrative_law,constitutional_law,civil_procedure"
case,C831,1317,282,0.214123006833713,"service_law,civil_procedure,statutory_interpretation,administrative_law"
case,C832,356,284,0.797752808988764,"criminal_law,civil_procedure,administrative_law,evidence_law"
case,C833,3963,517,0.13045672470350744,"criminal_law,statutory_interpretation,evidence_law,civil_procedure"
case,C834,2359,379,0.16066129715981348,"statutory_interpretation,administrative_law,service_law,contract_law"
case,C835,3652,487,0.1333515881708653,"property_law,administrative_law,statutory_interpretation,contract_law"
case,C836,6478,438,0.06761346094473603,"evidence_law,criminal_law,statutory_interpretation,civil_procedure"
case,C837,6625,434,0.06550943396226415,"administrative_law,statutory_interpretation,civil_procedure,constitutional_law"
case,C838,2150,373,0.17348837209302326,"criminal_law,evidence_law"
case,C839,1260,500,0.3968253968253968,"statutory_interpretation,criminal_law,civil_procedure"
case,C840,1057,173,0.16367076631977295,"criminal_law,evidence_law,statutory_interpretation,civil_procedure"
case,C841,2672,612,0.22904191616766467,"administrative_law,constitutional_law,labor_law,statutory_interpretation"
case,C842,2380,401,0.1684873949579832,"writ_jurisdiction,constitutional_law,civil_procedure,service_law"
case,C843,671,241,0.3591654247391952,"civil_procedure,constitutional_law,administrative_law,contract_law"
case,C844,18742,948,0.05058158147476256,"statutory_interpretation,contract_law,administrative_law,property_law"
case,C845,4808,421,0.08756239600665558,"criminal_law,statutory_interpretation,family_law,evidence_law"
case,C846,1494,478,0.31994645247657294,"statutory_interpretation,service_law,tax_law,labor_law"
case,C847,3178,394,0.12397734424166142,"criminal_law,statutory_interpretation"
case,C848,3095,523,0.1689822294022617,"criminal_law,evidence_law,civil_procedure"
case,C849,1085,263,0.2423963133640553,"criminal_law,evidence_law,statutory_interpretation,civil_procedure"
case,C850,1635,393,0.24036697247706423,"administrative_law,constitutional_law,statutory_interpretation,property_law"
case,C851,2166,313,0.14450600184672208,"administrative_law,service_law,statutory_interpretation"
case,C852,3218,453,0.14077066500932256,"administrative_law,criminal_law,statutory_interpretation,writ_jurisdiction"
case,C853,2858,368,0.12876137158852344,"constitutional_law,criminal_law,administrative_law,labor_law"
case,C854,6606,663,0.10036330608537693,"statutory_interpretation,constitutional_law,service_law,writ_jurisdiction"
case,C855,25748,779,0.030254777070063694,"service_law,administrative_law,statutory_interpretation,writ_jurisdiction"
case,C856,3566,383,0.1074032529444756,"property_law,statutory_interpretation,administrative_law"
case,C857,6926,500,0.07219174126479931,"civil_procedure,service_law,administrative_law,labor_law"
case,C858,4276,525,0.12277829747427502,"service_law,administrative_law,statutory_interpretation,labor_law"
case,C859,4747,507,0.1068042974510217,"service_law,administrative_law,writ_jurisdiction,statutory_interpretation"
case,C860,4838,533,0.11016949152542373,"evidence_law,criminal_law,civil_procedure,statutory_interpretation"
case,C861,340,243,0.7147058823529412,"criminal_law,statutory_interpretation,civil_procedure"
case,C862,2627,581,0.22116482679862962,"service_law,administrative_law,statutory_interpretation,constitutional_law"
case,C863,1432,303,0.2115921787709497,civil_procedure
case,C864,5687,396,0.06963249516441006,"statutory_interpretation,service_law,writ_jurisdiction,constitutional_law"
case,C865,2849,579,0.20322920322920324,"civil_procedure,statutory_interpretation,writ_jurisdiction,constitutional_law"
case,C866,3693,564,0.15272136474411047,"criminal_law,evidence_law,statutory_interpretation,civil_procedure"
case,C867,8474,534,0.0630162851073873,"statutory_interpretation,service_law,administrative_law,constitutional_law"
case,C868,4745,514,0.1083245521601686,"statutory_interpretation,service_law,constitutional_law,administrative_law"
case,C869,10270,538,0.052385589094449854,"service_law,statutory_interpretation,constitutional_law,administrative_law"
case,C870,1936,380,0.1962809917355372,"administrative_law,service_law,writ_jurisdiction,constitutional_law"
case,C871,1031,395,0.3831231813773036,"civil_procedure,constitutional_law,evidence_law"
case,C872,1280,507,0.39609375,"service_law,statutory_interpretation,administrative_law,constitutional_law"
case,C873,1454,389,0.26753782668500686,"criminal_law,family_law,evidence_law,civil_procedure"
case,C874,3246,272,0.08379544054220579,"evidence_law,criminal_law,statutory_interpretation,civil_procedure"
case,C875,868,329,0.3790322580645161,"criminal_law,constitutional_law,writ_jurisdiction"
case,C876,2871,421,0.1466388018112156,"statutory_interpretation,administrative_law,service_law,civil_procedure"
case,C877,1898,278,0.1464699683877766,"contract_law,civil_procedure,statutory_interpretation,constitutional_law"
case,C878,2385,284,0.1190775681341719,"criminal_law,evidence_law,statutory_interpretation,civil_procedure"
case,C879,3824,291,0.07609832635983263,"administrative_law,statutory_interpretation,constitutional_law,contract_law"
case,C880,3255,489,0.15023041474654378,"criminal_law,statutory_interpretation,civil_procedure,administrative_law"
case,C881,2063,455,0.22055259331071256,"property_law,evidence_law,civil_procedure,statutory_interpretation"
case,C882,2866,344,0.12002791346824843,"property_law,criminal_law,civil_procedure,evidence_law"
case,C883,1629,221,0.1356660527931246,"criminal_law,statutory_interpretation,civil_procedure"
case,C884,8726,414,0.04744441897776759,"evidence_law,criminal_law,statutory_interpretation,property_law"
case,C885,1872,387,0.20673076923076922,"administrative_law,labor_law,constitutional_law,criminal_law"
case,C886,1682,328,0.19500594530321047,"statutory_interpretation,tax_law,evidence_law,administrative_law"
case,C887,6148,444,0.07221860767729343,"statutory_interpretation,administrative_law,property_law,contract_law"
case,C888,2270,455,0.20044052863436124,"criminal_law,constitutional_law,evidence_law,statutory_interpretation"
case,C889,4121,536,0.13006551807813638,"service_law,writ_jurisdiction,administrative_law"
case,C890,8110,420,0.051787916152897656,"statutory_interpretation,service_law,constitutional_law,administrative_law"
case,C891,1717,301,0.1753057658707047,"criminal_law,evidence_law"
case,C892,4852,353,0.07275350370981039,"criminal_law,statutory_interpretation,civil_procedure,evidence_law"
case,C893,499,486,0.9739478957915831,"criminal_law,statutory_interpretation,civil_procedure"
case,C894,1037,296,0.2854387656702025,"criminal_law,statutory_interpretation,civil_procedure,evidence_law"
case,C895,2277,398,0.17479139218269654,"service_law,criminal_law,constitutional_law,administrative_law"
case,C896,2485,327,0.13158953722334005,"criminal_law,civil_procedure,administrative_law"
case,C897,1294,232,0.17928902627511592,"criminal_law,statutory_interpretation,evidence_law,civil_procedure"
case,C898,6870,447,0.06506550218340611,"criminal_law,evidence_law,statutory_interpretation,family_law"
case,C899,644,224,0.34782608695652173,"criminal_law,civil_procedure,evidence_law,statutory_interpretation"
case,C900,11030,521,0.04723481414324569,"administrative_law,writ_jurisdiction,statutory_interpretation,contract_law"
case,C901,1999,340,0.17008504252126064,"criminal_law,civil_procedure,evidence_law"
case,C902,2234,204,0.09131602506714413,"criminal_law,statutory_interpretation"
case,C903,2847,457,0.1605198454513523,"criminal_law,evidence_law,statutory_interpretation,civil_procedure"
case,C904,856,281,0.3282710280373832,"constitutional_law,service_law,writ_jurisdiction,administrative_law"
case,C905,1140,230,0.20175438596491227,"criminal_law,evidence_law,statutory_interpretation,civil_procedure"
case,C906,2905,510,0.17555938037865748,"administrative_law,statutory_interpretation,civil_procedure,service_law"
case,C907,3662,410,0.1119606772255598,"labor_law,service_law,civil_procedure,statutory_interpretation"
case,C908,7256,411,0.05664277839029769,"criminal_law,statutory_interpretation,constitutional_law,evidence_law"
case,C909,2419,412,0.17031831335262504,"statutory_interpretation,administrative_law,constitutional_law,writ_jurisdiction"
case,C910,3731,551,0.14768158670597695,"criminal_law,evidence_law,civil_procedure,statutory_interpretation"
case,C911,449,287,0.6391982182628062,"criminal_law,statutory_interpretation"
case,C912,1972,309,0.15669371196754564,"criminal_law,civil_procedure,statutory_interpretation"
case,C913,4070,699,0.17174447174447174,"administrative_law,criminal_law,writ_jurisdiction,tax_law"
case,C914,3548,387,0.10907553551296505,"tax_law,criminal_law,evidence_law,civil_procedure"
case,C915,1435,363,0.2529616724738676,"criminal_law,property_law,statutory_interpretation,civil_procedure"
case,C916,1458,383,0.2626886145404664,"labor_law,statutory_interpretation,civil_procedure,constitutional_law"
case,C917,3203,353,0.11020917889478614,"criminal_law,evidence_law,property_law,civil_procedure"
case,C918,988,369,0.3734817813765182,"criminal_law,service_law,administrative_law,civil_procedure"
case,C919,1377,303,0.22004357298474944,"civil_procedure,statutory_interpretation,administrative_law,family_law"
case,C920,1939,398,0.20526044352759154,"civil_procedure,evidence_law,statutory_interpretation,tax_law"
case,C921,6475,328,0.05065637065637066,"criminal_law,evidence_law,statutory_interpretation,civil_procedure"
case,C922,2078,285,0.13715110683349374,"criminal_law,statutory_interpretation,civil_procedure"
case,C923,1647,375,0.22768670309653916,"criminal_law,statutory_interpretation,evidence_law,civil_procedure"
case,C924,1935,344,0.17777777777777778,"statutory_interpretation,criminal_law,evidence_law,civil_procedure"
case,C925,758,292,0.38522427440633245,"criminal_law,statutory_interpretation,civil_procedure"
case,C926,7650,397,0.051895424836601305,"criminal_law,evidence_law,family_law,civil_procedure"
case,C927,1539,396,0.2573099415204678,"administrative_law,civil_procedure,labor_law,statutory_interpretation"
case,C928,2843,347,0.12205416813225466,"evidence_law,criminal_law,civil_procedure,statutory_interpretation"
case,C929,7974,542,0.06797090544268874,"statutory_interpretation,service_law,administrative_law,writ_jurisdiction"
case,C930,7165,335,0.04675505931612003,"criminal_law,civil_procedure,family_law"
case,C931,1837,344,0.18726183995645074,"administrative_law,writ_jurisdiction,contract_law,service_law"
case,C932,1761,209,0.11868256672345258,"criminal_law,evidence_law,family_law"
case,C933,2747,544,0.19803421914816163,"statutory_interpretation,criminal_law,civil_procedure"
